Sector,State,Nationality,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
ELICOS,QLD,Ecuador,44,35,67,39,68,96,153,248,202,145,185,183,153,127,296,536,420,635,379
ELICOS,QLD,France,1505,1964,1805,1786,2467,2459,2908,3589,3783,2506,2298,1781,2003,2111,2089,2707,2519,2838,1141
ELICOS,QLD,Germany,378,456,371,332,574,541,563,847,575,542,398,380,381,265,396,343,496,334,141
ELICOS,QLD,Hong Kong,4148,4244,3742,2408,2645,2834,2388,2480,2711,2685,1861,2518,3375,3492,3558,3275,2480,2435,764
ELICOS,QLD,Hungary,428,663,500,627,621,1099,2241,2275,1672,1057,898,992,843,781,915,476,308,269,90
ELICOS,QLD,India,43,115,353,267,748,4878,23424,25529,3422,2089,1675,4106,13369,12933,5542,4983,4512,4269,1765
ELICOS,QLD,Indonesia,1199,1461,1525,898,839,834,851,956,879,783,850,643,736,597,681,638,622,730,212
ELICOS,QLD,Iran,75,222,470,253,465,556,397,450,580,380,575,396,368,408,325,326,109,156,34
ELICOS,QLD,Italy,513,432,642,303,448,589,712,955,1056,1028,1084,1771,2617,2981,2651,1941,2169,2213,732
ELICOS,QLD,Japan,21291,25507,25143,21096,20467,19100,16016,14002,12448,11924,12272,14097,15367,17037,19353,23409,23129,22070,7291
ELICOS,QLD,Jordan,83,41,44,45,88,98,216,149,72,71,52,260,287,235,190,314,293,158,35
ELICOS,QLD,"Korea, Republic of (South)",15141,21156,27429,28699,34314,36827,36491,30632,22255,16750,13671,17243,16252,13337,13482,12192,11460,11124,3687
ELICOS,QLD,Macau,65,54,55,79,152,156,247,270,354,477,379,236,354,468,618,561,413,243,69
ELICOS,QLD,Malaysia,226,227,283,154,298,250,352,502,726,584,613,979,1411,1404,1834,1931,1854,925,235
ELICOS,QLD,Mexico,306,315,395,577,1064,1527,1751,1255,1422,880,698,783,962,1295,1237,1718,1862,2161,1160
ELICOS,QLD,Mongolia,56,60,87,91,21,35,153,279,154,94,191,360,687,665,633,971,1201,1214,336
ELICOS,QLD,Myanmar,27,14,30,58,28,81,63,80,87,10,42,39,63,22,74,58,74,86,94
ELICOS,QLD,Netherlands,4,9,36,7,58,113,89,117,208,130,63,108,133,73,145,102,164,31,42
ELICOS,QLD,Norway,31,67,26,16,67,162,87,99,82,118,55,45,54,56,62,41,52,76,41
ELICOS,QLD,Oman,574,630,696,451,330,285,312,674,848,509,443,364,389,544,362,199,141,178,167
ELICOS,QLD,Peru,47,73,63,222,435,670,1444,1736,1356,1104,1215,902,599,579,662,1245,1293,1261,417
ELICOS,QLD,Philippines,27,16,62,174,93,115,407,552,459,575,601,499,462,454,580,616,399,683,307
ELICOS,QLD,Poland,330,492,379,435,443,639,798,909,1042,586,696,579,778,572,541,692,399,334,93
ELICOS,QLD,Portugal,65,60,175,100,126,256,378,445,586,510,468,373,472,556,625,606,513,552,140
ELICOS,QLD,Russian Federation,499,240,131,155,216,310,365,752,843,786,671,1003,885,578,256,165,236,157,107
ELICOS,QLD,Saudi Arabia,179,314,733,1904,3091,5343,11160,15439,13549,11839,13079,10990,9427,7675,5648,5291,4898,3821,1188
ELICOS,QLD,Slovakia,301,277,285,352,470,454,531,768,430,568,337,347,298,280,269,295,369,313,76
ELICOS,QLD,Solomon Islands,22,28,12,35,32,9,11,23,5,9,3,24,43,75,54,88,52,16,4
ELICOS,QLD,Spain,655,987,1268,1439,1673,1387,2006,2056,2559,2602,4265,5730,7196,6531,8182,11526,14257,17959,6503
ELICOS,QLD,Sri Lanka,37,50,114,208,528,541,549,490,229,161,156,134,289,233,307,392,217,191,102
ELICOS,QLD,Sweden,111,172,91,83,83,67,108,197,71,122,34,29,57,82,156,247,227,257,46
ELICOS,QLD,Switzerland,2822,2773,2531,2325,2939,2927,3365,3525,3668,3393,2842,2457,2490,3108,3172,2927,2671,2411,674
ELICOS,QLD,Taiwan,10336,13517,12839,12752,15928,15610,14081,13369,10836,8862,7856,8734,10891,11186,10643,10828,10285,8941,2735
ELICOS,QLD,Thailand,6040,7555,6354,5882,6439,6783,8517,10715,10061,6664,5229,6849,9345,7879,7687,9970,10857,11634,4554
ELICOS,QLD,Turkey,321,206,271,551,699,1159,1312,1930,2163,1788,1006,523,544,546,779,1307,1089,1320,550
ELICOS,QLD,Ukraine,53,10,8,21,56,26,65,27,137,142,44,85,185,114,91,62,68,42,23
ELICOS,QLD,Vietnam,244,868,1255,1071,1121,1571,3614,6576,6189,3821,3413,5639,8376,6290,4711,4456,3850,4557,1530
ELICOS,SA,Bangladesh,2,39,28,44,25,57,15,17,11,25,13,15,25,57,25,31,18,45,26
ELICOS,SA,Brazil,160,129,130,129,280,355,529,502,655,501,411,1960,4812,2970,4120,1066,1347,1997,1166
ELICOS,SA,Chile,68,11,18,5,90,111,128,173,269,196,209,131,71,117,156,121,242,259,110
ELICOS,SA,China,4289,5415,6216,10420,12496,16373,17838,21378,22013,15582,13846,14110,19491,22361,23388,23935,19482,18418,5494
ELICOS,SA,Colombia,90,70,151,148,89,404,666,1215,1899,1191,942,903,981,1087,1063,1217,1523,1864,980
ELICOS,SA,France,223,188,151,49,82,72,21,77,84,72,37,32,64,23,55,91,82,36,18
ELICOS,SA,Germany,84,64,41,25,39,45,24,18,53,41,27,51,38,41,20,14,13,57,18
ELICOS,SA,Hong Kong,1794,1909,1508,1352,1049,1105,1076,1307,1535,1342,785,1038,1118,1119,1194,1312,1010,769,283
ELICOS,SA,Indonesia,259,569,232,245,179,124,274,609,519,347,403,232,158,202,278,243,127,141,49
ELICOS,SA,Iran,37,101,57,17,101,154,171,254,149,159,147,96,91,91,68,82,85,75,19
ELICOS,SA,Italy,120,57,78,109,89,63,90,201,215,212,300,384,365,556,581,390,412,435,210
ELICOS,SA,Japan,2899,3633,3402,3191,2776,3292,2285,1847,1466,1179,1142,1219,1312,1748,1873,2285,2127,2194,701
ELICOS,SA,"Korea, Republic of (South)",2524,3401,3054,3238,4135,5168,4797,3769,3494,2560,2328,1739,1918,1542,1282,1124,1441,1431,381
ELICOS,SA,Malaysia,150,196,216,128,194,210,401,307,352,406,238,166,199,150,292,363,236,166,36
ELICOS,SA,Pakistan,10,4,26,27,66,62,104,41,32,59,48,80,117,169,188,129,149,158,32
ELICOS,SA,Poland,88,231,308,282,286,351,215,211,294,284,358,242,226,200,70,85,129,62,30
ELICOS,SA,Saudi Arabia,39,76,44,164,300,631,1870,4132,4048,3278,4090,4945,5033,4664,2442,1372,1326,1355,567
ELICOS,SA,Spain,27,93,72,80,12,4,17,44,137,121,93,218,287,159,68,94,106,140,93
ELICOS,SA,Switzerland,97,180,88,91,48,71,35,55,57,29,56,48,34,73,20,33,28,61,15
ELICOS,SA,Taiwan,1018,1237,899,1002,1271,1366,1141,1156,806,945,564,621,793,772,1050,1153,1380,1246,370
ELICOS,SA,Thailand,1267,1144,1213,964,890,962,848,1172,1031,605,583,565,786,629,639,616,525,454,199
ELICOS,SA,Vietnam,293,292,400,540,883,1296,2675,3588,2692,1536,1172,1999,2772,2405,2653,1807,1182,1365,585
ELICOS,WA,Bangladesh,10,119,215,285,204,181,163,139,188,86,130,137,122,191,176,145,79,72,34
ELICOS,WA,Belgium,274,512,606,428,465,322,247,289,161,209,33,30,28,19,51,72,51,232,88
ELICOS,WA,Brazil,1237,893,1449,3278,5516,8147,11359,12718,10535,10045,10472,10764,12364,11367,14530,11527,10419,10445,3169
ELICOS,WA,Chile,25,54,43,33,51,155,366,614,362,591,475,330,369,548,555,590,706,1287,479
ELICOS,WA,China,8175,7221,8291,7150,7614,10106,12702,17656,17001,14425,12063,12157,11483,12491,12112,13593,14102,12928,3948
ELICOS,WA,Colombia,305,300,180,211,523,1680,3508,5030,5166,4622,4496,5639,5218,5717,6864,6268,6398,9136,3835
ELICOS,WA,Czech Republic,1404,1266,876,689,813,891,848,957,1355,1547,1199,1836,2002,2389,2236,1517,663,327,164
ELICOS,WA,France,786,1392,1603,1593,2554,2569,2468,2029,1795,1071,895,723,968,1213,1436,1156,1155,2064,1004
ELICOS,WA,Germany,485,615,550,564,492,399,402,357,298,348,307,254,291,264,252,235,198,392,152
ELICOS,WA,Hong Kong,3546,3985,2726,1916,1828,1957,1265,1339,1529,1337,974,1515,2568,4218,5297,3577,2237,1572,513
ELICOS,WA,Hungary,238,247,158,239,121,139,409,436,376,333,392,519,412,400,389,241,115,109,23
ELICOS,WA,India,2,67,146,211,293,857,6076,9027,1117,719,644,1227,4474,8904,9246,4607,3661,4317,662
ELICOS,WA,Indonesia,1851,1635,1720,1258,1186,1357,1838,2054,1588,1415,1280,1281,949,885,888,756,776,839,236
ELICOS,WA,Iran,40,95,89,66,94,84,205,279,414,477,456,362,238,244,255,158,201,77,19
ELICOS,WA,Italy,281,438,327,303,367,418,370,584,880,877,1576,2869,4184,4861,4249,2907,1764,1896,823
ELICOS,WA,Japan,10865,12984,13671,11473,8515,6820,4895,4218,3586,2942,2624,2937,2730,2876,3405,3373,3859,4632,1516
ELICOS,WA,Jordan,15,20,26,27,82,102,145,127,18,23,76,33,3,53,59,44,18,54,28
ELICOS,WA,Kenya,11,12,14,9,39,44,108,123,65,42,92,149,136,245,595,535,436,280,72
ELICOS,WA,"Korea, Republic of (South)",6589,8210,8552,9441,12204,13198,10186,7090,5678,4689,4218,5129,5243,5397,6113,4761,3337,2825,852
ELICOS,WA,Macau,56,18,31,66,103,132,156,120,59,61,78,72,43,99,90,42,20,7,9
ELICOS,WA,Malaysia,560,902,648,791,790,881,1442,1521,1195,1095,1354,1447,1852,3432,4558,4315,3224,2632,722
ELICOS,WA,Mexico,25,75,79,75,75,101,146,121,100,132,147,128,142,143,112,46,108,207,190
ELICOS,WA,Myanmar,51,18,58,78,72,219,194,281,228,157,68,66,95,99,103,55,80,93,73
ELICOS,WA,Netherlands,24,76,77,107,138,87,17,57,50,14,29,18,2,35,27,40,32,88,76
ELICOS,WA,Oman,106,173,261,299,305,288,248,97,128,69,99,96,235,308,226,482,312,297,163
ELICOS,WA,Philippines,20,23,33,42,104,132,209,290,134,185,239,264,288,240,312,220,144,379,84
ELICOS,WA,Poland,320,662,501,499,582,696,799,969,801,685,693,1011,1483,1595,1101,417,218,257,74
ELICOS,WA,Portugal,74,93,132,88,76,158,224,210,234,218,427,722,554,281,278,164,166,211,53
ELICOS,WA,Russian Federation,37,34,35,94,125,85,150,127,168,258,321,179,139,156,72,70,70,53,31
ELICOS,WA,Saudi Arabia,60,161,382,812,985,2705,6053,7768,4103,2288,2597,3095,3233,2942,1311,1036,826,844,392
ELICOS,WA,Singapore,98,3,28,34,42,55,30,34,23,37,61,20,2,49,32,33,52,50,10
ELICOS,WA,Slovakia,587,599,666,461,334,487,402,635,424,352,411,623,467,391,515,193,74,119,27
ELICOS,WA,Spain,194,197,258,263,248,259,159,215,396,458,935,1700,1560,1121,1256,1232,969,1975,723
ELICOS,WA,Sri Lanka,92,92,61,76,151,181,318,265,168,94,165,187,108,182,166,255,202,211,47
ELICOS,WA,Sweden,165,69,103,66,96,54,31,39,56,34,6,12,6,14,47,25,18,23,30
ELICOS,WA,Switzerland,2869,2964,2783,2569,2815,2902,2323,2457,1968,1503,1313,1032,964,1011,914,851,604,1202,430
ELICOS,WA,Taiwan,1720,1887,1669,1648,2060,1693,1429,1501,1522,1724,2030,3359,4713,9120,11595,7956,5190,5405,1621
ELICOS,WA,Thailand,3303,3035,2567,2915,3191,3515,4174,5363,4276,2791,2343,2453,3306,3100,4005,3614,2829,2280,828
ELICOS,WA,Turkey,97,143,164,134,220,411,546,924,1067,608,574,488,441,298,372,298,273,209,78
ELICOS,WA,Vietnam,265,279,493,702,900,1595,3651,5309,4406,2841,2351,4185,6079,5300,5244,3094,1610,1827,947
ELICOS,TAS,China,182,255,947,2582,3256,2883,2653,3709,4136,2736,3488,3012,2616,2995,3202,4821,4158,3925,719
ELICOS,TAS,Hong Kong,312,224,230,131,121,113,114,116,106,13,104,117,86,125,189,215,141,82,22
ELICOS,TAS,India,11,11,17,29,20,93,52,111,76,41,134,163,1065,2120,194,287,372,146,52
ELICOS,TAS,Japan,1235,1222,1265,1076,885,704,742,393,319,263,302,265,220,208,400,503,314,347,107
ELICOS,TAS,"Korea, Republic of (South)",824,1043,1232,1222,1381,1241,1173,1326,1014,817,442,342,360,298,530,586,397,153,53
ELICOS,TAS,Malaysia,119,93,45,22,41,42,97,67,112,75,101,87,62,48,144,169,70,41,10
ELICOS,TAS,Taiwan,555,430,445,359,330,280,265,103,101,80,77,144,33,198,404,692,452,353,38
ELICOS,TAS,Thailand,1034,1152,776,781,569,444,478,735,443,366,405,868,405,322,352,283,141,86,10
ELICOS,TAS,Vietnam,197,233,142,168,50,131,194,306,193,74,95,99,139,256,377,224,208,489,129
ELICOS,NT,China,222,55,32,69,62,94,167,292,306,203,153,151,337,323,327,297,255,257,121
ELICOS,NT,Indonesia,3,21,32,9,35,127,172,132,120,190,81,101,151,151,131,80,70,115,48
ELICOS,NT,Thailand,78,49,25,48,134,105,270,255,364,184,156,228,280,296,301,227,145,209,114
ELICOS,ACT,Bangladesh,98,367,97,84,43,46,20,5,3,11,20,51,28,19,18,3,15,11,6
ELICOS,ACT,China,1122,1122,1220,1830,2050,2227,3061,4923,5682,5086,4412,4631,5731,6882,10681,14910,15480,6796,269
ELICOS,ACT,Hong Kong,736,1020,418,239,193,170,185,214,172,86,100,163,147,187,167,177,155,66,19
ELICOS,ACT,Indonesia,71,97,79,55,84,137,288,264,244,176,147,97,67,132,69,129,95,28,23
ELICOS,ACT,Japan,521,566,517,588,505,522,466,415,456,289,283,388,224,252,185,334,149,146,16
ELICOS,ACT,"Korea, Republic of (South)",677,621,688,608,754,902,989,963,1089,1241,1877,1166,1711,677,598,650,578,171,95
ELICOS,ACT,Mexico,35,55,24,12,30,42,41,53,33,14,42,34,21,17,18,53,31,9,6
ELICOS,ACT,Saudi Arabia,2,39,17,46,97,195,806,2262,3096,1942,743,501,406,482,263,240,346,198,50
ELICOS,ACT,Taiwan,333,424,223,179,399,171,229,215,120,140,113,108,179,177,207,168,133,132,29
ELICOS,ACT,Thailand,867,1113,787,737,695,621,715,604,593,493,425,624,693,385,496,481,335,263,68
ELICOS,ACT,Vietnam,95,77,135,93,155,233,603,995,796,818,446,678,1054,626,274,76,138,164,53
Non-award,NSW,Austria,564,475,436,298,466,477,432,564,417,435,495,404,523,591,523,590,428,418,136
Non-award,NSW,Bangladesh,200,212,169,214,104,95,602,520,297,288,297,318,328,423,631,892,725,1234,422
Non-award,NSW,Belgium,267,308,388,480,429,399,253,304,374,311,236,126,202,162,221,345,380,359,139
Non-award,NSW,Brazil,99,81,133,172,146,67,77,101,105,96,648,3042,10082,9202,3649,1788,457,422,159
Non-award,NSW,Bulgaria,5,6,17,28,34,22,22,73,39,107,69,66,77,45,90,39,62,27,11
Non-award,NSW,Cambodia,12,65,35,26,110,244,203,217,104,119,256,274,359,472,499,450,875,1019,443
Non-award,NSW,Canada,1871,2029,2270,2415,2370,1972,2113,2084,2147,2174,2488,2027,2201,2502,2598,2950,3017,2656,1175
Non-award,NSW,Chile,139,222,170,193,276,287,312,273,192,190,102,119,191,322,349,430,256,328,41
Non-award,NSW,China,12818,14052,13443,14044,14391,15353,19642,24252,27754,26531,22931,24827,33810,45085,63903,93401,92946,91407,32706
Non-award,NSW,Colombia,278,222,168,154,248,136,63,161,190,203,171,150,126,178,183,193,298,193,106
Non-award,NSW,Czech Republic,71,16,29,46,27,30,75,15,62,63,57,45,90,92,68,146,147,128,55
Non-award,NSW,Denmark,581,667,578,756,780,624,834,1049,1470,1508,1405,1120,1246,1553,1789,1904,1664,1651,329
Non-award,NSW,Fiji,89,64,26,43,80,56,73,79,79,81,58,39,33,27,32,69,62,79,9
Non-award,NSW,Finland,250,263,241,366,302,256,334,237,338,149,181,176,204,226,254,270,278,283,159
Non-award,NSW,France,2311,2634,2618,2519,2310,2759,2899,3109,3316,3634,3114,3273,3295,3465,4391,4495,4222,4171,1079
Non-award,NSW,Germany,3506,5213,6461,6542,6448,6715,6640,5618,6118,5271,4071,3711,4519,5819,6206,5911,5410,5195,1363
Non-award,NSW,Hong Kong,6860,5920,4304,3196,2875,3116,3143,3222,4084,4362,3173,3164,3772,3743,4423,4332,4288,4014,1716
Non-award,NSW,Hungary,65,71,45,54,41,32,41,36,70,48,67,43,49,62,110,110,89,71,32
Non-award,NSW,India,286,321,414,436,372,445,447,335,232,169,209,542,881,737,551,959,1349,1919,598
Non-award,NSW,Indonesia,2668,2863,2540,2351,1858,1680,1448,1701,2221,1948,1470,1469,1704,1455,1631,2241,2033,1843,640
Non-award,NSW,Iran,13,35,65,156,127,195,179,204,245,344,252,134,94,146,241,381,383,232,54
Non-award,NSW,Ireland,147,136,158,205,156,190,172,171,169,257,339,257,224,301,397,659,742,677,219
Non-award,NSW,Israel,64,30,11,86,48,69,29,57,118,63,107,70,106,69,100,61,51,71,41
Non-award,NSW,Italy,488,443,532,573,668,662,809,1099,910,885,905,884,1106,1293,1590,1457,1239,1311,454
Non-award,NSW,Japan,1478,1895,2570,2271,2221,1576,1343,1125,1031,1127,984,1608,1279,1910,1906,2437,2609,2176,672
Non-award,NSW,Kenya,189,216,268,252,274,171,178,316,196,75,81,56,67,90,91,127,463,605,156
Non-award,NSW,"Korea, Republic of (South)",1547,1465,1678,1507,1777,1978,2646,2391,2322,2628,2633,2014,1853,1181,1631,1669,1806,1766,762
Non-award,NSW,Lebanon,95,40,36,69,41,41,41,48,29,56,48,70,126,21,40,64,89,111,46
Non-award,NSW,Macau,130,79,62,58,44,38,86,154,221,291,306,182,250,324,462,506,323,240,80
Non-award,NSW,Malaysia,823,1009,843,832,764,768,697,811,905,808,681,586,502,559,659,907,988,869,295
Non-award,NSW,Mexico,639,1151,1714,1304,1446,1575,1588,1382,1056,1405,958,935,859,1217,1734,1219,1168,1044,345
Non-award,NSW,Myanmar,27,27,37,86,100,89,229,306,563,531,461,495,718,693,745,734,788,740,335
Non-award,NSW,Nepal,21,46,75,61,123,201,345,152,121,127,443,1290,2874,2407,4011,9004,7534,4690,1257
Non-award,NSW,Netherlands,626,527,734,838,948,955,979,1169,1125,855,1074,713,806,1373,1707,1786,2155,2085,509
Non-award,NSW,Norway,2411,2273,1733,1569,1250,1166,1681,1770,2222,2462,2445,2123,2944,2829,2903,3936,3602,2752,807
Non-award,NSW,Pakistan,89,65,64,106,164,91,84,128,121,166,167,300,229,296,674,1071,1765,1355,713
Non-award,NSW,Philippines,83,128,86,110,106,151,177,185,214,176,266,161,296,449,670,517,349,421,239
Non-award,NSW,Poland,76,60,47,86,70,42,126,132,91,115,72,98,107,180,133,195,216,235,85
Non-award,NSW,Portugal,119,180,133,106,146,112,117,209,256,106,194,156,196,209,264,321,318,237,82
Non-award,NSW,Russian Federation,424,272,176,171,189,181,183,194,310,345,182,199,242,216,132,104,124,182,48
Non-award,NSW,Singapore,905,836,1035,702,430,511,508,723,761,774,552,715,622,807,989,819,1276,1204,415
Non-award,NSW,South Africa,65,36,10,26,11,21,6,44,67,32,44,5,25,45,40,77,74,65,17
Non-award,NSW,Spain,122,198,234,435,456,660,709,641,743,956,1227,1350,1352,1617,1842,2130,1977,2043,699
Non-award,NSW,Sri Lanka,89,79,151,197,221,178,166,148,155,105,87,124,239,190,188,199,160,199,78
Non-award,NSW,Sweden,3604,3887,2554,2283,1674,1437,1853,1622,1509,1196,1249,1310,1643,2067,2250,2398,2056,1727,539
Non-award,NSW,Switzerland,146,181,170,315,414,288,388,368,394,554,538,689,790,1082,1271,1655,1331,1278,351
Non-award,NSW,Taiwan,651,668,809,672,756,665,488,429,521,596,534,539,601,648,634,792,990,1144,562
Non-award,NSW,Thailand,1306,1169,950,551,385,414,271,340,381,288,292,244,263,217,253,346,397,464,146
Non-award,NSW,Turkey,123,258,156,88,178,164,218,243,176,181,82,67,128,133,141,217,198,129,56
Non-award,NSW,United Kingdom,1625,1884,2094,2118,2183,2558,2642,2573,2597,2849,2937,3169,3717,4418,5435,6206,6276,5845,1993
Non-award,NSW,United States of America,28843,30338,32145,32046,28683,29766,29434,27625,24720,23189,20005,17947,17894,18720,21075,26428,25001,29552,12245
Non-award,NSW,Vietnam,470,311,259,392,449,585,1024,1750,2456,1949,1436,1591,2155,2089,1946,3046,3400,3548,1686
Non-award,VIC,Austria,189,198,290,327,184,167,293,268,224,258,261,287,406,319,272,308,254,164,33
Non-award,VIC,Bangladesh,51,118,43,112,130,173,101,132,135,149,167,203,239,179,235,375,324,448,229
Non-award,VIC,Belgium,141,289,220,303,380,420,253,192,180,178,70,133,128,133,210,350,247,281,64
Non-award,VIC,Brazil,103,130,120,130,52,46,102,83,36,30,336,2143,8111,6659,3393,368,387,220,99
Non-award,VIC,Cambodia,11,12,18,67,62,155,158,146,100,132,142,257,426,625,776,994,1419,2007,1070
Non-award,VIC,Canada,905,1165,1334,1293,1529,1483,1662,1558,1494,2026,1894,1896,1904,1973,1964,2149,2240,2245,798
Non-award,VIC,Chile,55,80,33,40,35,41,147,96,124,93,220,186,161,220,172,209,161,167,71
Non-award,VIC,China,3194,3143,3232,4430,6323,9412,12028,15747,19317,15123,12297,15529,20349,32766,41763,50391,47031,40062,13670
Non-award,VIC,Colombia,338,145,94,106,95,62,80,85,163,192,193,187,207,290,253,311,353,188,76
Non-award,VIC,Denmark,735,474,604,599,451,515,749,949,1032,1138,1096,1270,1297,1331,1762,1874,1612,1641,304
Non-award,VIC,Finland,246,286,281,296,247,213,307,316,335,391,169,269,352,311,288,347,296,307,128
Non-award,VIC,France,784,899,900,913,1215,1187,1285,1375,1794,1850,1898,1893,1939,2089,2390,2537,2669,2679,821
Non-award,VIC,Germany,2310,2289,2682,2803,3148,3644,3722,3092,3157,3066,2467,2528,2909,3593,3774,4011,4066,3152,863
Non-award,VIC,Hong Kong,6572,5808,4414,2745,2753,2592,2762,2521,2936,3268,1737,1914,2311,2236,2421,2630,2267,1803,770
Non-award,VIC,India,237,232,368,330,956,2045,2781,3194,2087,758,839,925,932,750,747,942,1161,1417,859
Non-award,VIC,Indonesia,5872,5754,5135,3877,3667,4167,4122,4545,5161,4809,3483,3211,3193,3537,3561,4051,4465,4752,1472
Non-award,VIC,Ireland,218,258,150,159,152,150,173,166,191,282,214,265,137,124,180,204,194,236,58
Non-award,VIC,Israel,22,51,37,36,47,59,60,115,124,120,86,124,115,158,192,165,138,138,43
Non-award,VIC,Italy,239,318,384,256,367,451,494,524,412,479,657,643,693,735,731,769,843,771,278
Non-award,VIC,Japan,1717,1494,1426,1390,1127,761,760,755,832,604,644,614,800,1629,1995,1884,2268,2561,881
Non-award,VIC,Kenya,143,125,114,102,132,235,142,116,121,74,85,52,60,94,140,187,245,346,160
Non-award,VIC,"Korea, Republic of (South)",1411,989,1003,1249,1229,1288,1401,1437,1429,1500,1181,1134,1080,1078,1166,952,1172,1277,478
Non-award,VIC,Macau,126,58,49,65,98,128,102,187,264,211,103,123,211,164,239,373,313,322,118
Non-award,VIC,Malaysia,6017,6348,5524,4980,5050,5054,5578,4918,4209,3807,3226,3564,4050,4583,5205,7079,8195,7373,2219
Non-award,VIC,Mauritius,80,123,89,97,125,154,245,405,133,61,64,90,74,114,77,41,114,122,40
Non-award,VIC,Mexico,382,493,706,1247,1217,1235,1053,1268,1123,1471,1268,1668,1933,2330,2630,2498,2095,2121,938
Non-award,VIC,Netherlands,606,687,698,603,793,673,896,1171,878,831,914,859,1163,1238,1648,1529,1831,1605,273
Non-award,VIC,Norway,572,455,565,571,504,395,492,586,617,640,939,804,748,671,657,813,993,939,224
Non-award,VIC,Oman,318,429,358,341,307,244,240,227,272,208,203,230,257,632,1044,1734,1535,820,239
Non-award,VIC,Pakistan,103,113,72,82,133,117,183,240,214,119,76,279,267,405,670,661,859,1188,291
Non-award,VIC,Philippines,166,87,114,161,96,124,125,232,259,474,815,1504,866,589,500,583,677,798,360
Non-award,VIC,Poland,44,39,30,86,63,46,69,77,96,156,170,187,100,167,178,249,288,279,63
Non-award,VIC,Portugal,152,247,116,178,190,201,310,245,267,220,106,114,116,164,244,252,243,165,95
Non-award,VIC,Russian Federation,111,70,74,85,32,73,83,106,73,41,56,105,208,116,107,131,112,195,24
Non-award,VIC,Singapore,2445,2596,2358,2643,2330,2381,2532,2317,1834,1767,1736,1790,2017,2209,1839,1923,1799,2088,734
Non-award,VIC,Spain,29,43,55,131,98,100,163,254,253,427,420,510,517,786,785,838,858,803,226
Non-award,VIC,Sri Lanka,214,244,419,1221,1823,1359,1312,1324,1007,1139,790,630,633,713,973,1406,1230,1220,385
Non-award,VIC,Sweden,1591,1501,1472,1619,1414,1208,1242,1269,1306,1347,1121,1273,1409,1366,1447,1511,1685,1440,284
Non-award,VIC,Taiwan,764,701,683,480,441,517,626,653,756,549,430,433,453,567,727,1031,1150,1255,475
Non-award,VIC,Thailand,1314,924,819,924,672,601,841,875,735,636,562,523,548,443,470,701,630,396,209
Non-award,VIC,Turkey,152,205,81,68,56,138,218,214,165,142,147,97,84,170,235,190,230,68,17
Non-award,VIC,United Arab Emirates,118,103,195,622,598,939,1067,1433,1164,673,233,135,72,51,201,395,357,283,154
Non-award,VIC,United Kingdom,1222,1389,1672,1641,1671,1913,1925,1931,2387,2573,2845,3715,4103,4954,6162,5954,5926,5658,1607
Non-award,VIC,United States of America,10732,12061,12135,11582,10904,10122,9720,8608,8041,9166,8644,8431,8291,9020,9775,9537,9184,8117,2079
Non-award,VIC,Vietnam,772,446,577,856,854,850,1578,3580,4080,2780,1745,2296,3190,3506,3210,4015,4277,4494,1927
Non-award,QLD,Austria,167,146,187,272,415,347,283,564,421,335,300,277,303,372,467,381,348,247,41
Non-award,QLD,Belgium,87,82,70,103,110,103,86,66,85,82,57,57,70,62,56,90,86,81,67
Non-award,QLD,Brazil,108,141,173,274,196,240,278,492,301,390,463,1420,6259,6191,1266,241,172,139,34
Non-award,QLD,Canada,892,925,1099,1100,1234,974,1087,1336,886,1123,1222,1128,1111,1092,1058,1177,1689,1451,498
Non-award,QLD,China,1787,1994,2862,3201,3767,4015,5496,5970,6750,4306,3386,3026,3276,4028,10875,18404,20663,18449,5585
Non-award,QLD,Colombia,120,94,70,148,47,48,105,228,257,143,161,184,223,143,148,133,236,155,37
Non-award,QLD,Czech Republic,109,44,67,126,152,184,216,124,153,115,215,125,72,104,166,123,145,127,40
Non-award,QLD,Denmark,272,225,192,384,313,358,369,670,955,995,1039,1223,1196,1172,1459,1419,1537,1216,265
Non-award,QLD,Finland,143,282,277,298,297,460,401,393,335,304,180,211,139,150,226,194,79,151,25
Non-award,QLD,France,936,752,682,905,817,1105,1090,1388,1491,1427,1516,1458,1734,1594,1572,1435,1490,1475,559
Non-award,QLD,Germany,1814,2967,3609,4600,5001,6653,7075,7160,7217,4959,3361,3771,4797,4288,4350,4161,3568,3481,896
Non-award,QLD,Hong Kong,2306,3021,1821,1184,1233,1287,1132,979,1372,832,505,596,791,741,1664,1988,1696,1836,716
Non-award,QLD,India,234,444,367,283,183,537,585,1309,337,218,194,232,613,912,526,465,766,866,134
Non-award,QLD,Indonesia,356,496,445,294,189,223,265,293,333,68,60,90,163,147,290,352,440,489,125
Non-award,QLD,Iran,50,47,60,41,70,57,32,132,44,91,58,52,11,3,30,49,84,60,6
Non-award,QLD,Ireland,49,56,31,11,71,51,82,152,171,209,287,217,164,302,323,336,438,345,129
Non-award,QLD,Italy,58,143,114,146,217,144,299,162,360,335,454,543,561,618,438,449,435,427,111
Non-award,QLD,Japan,2241,2719,3340,3194,2066,1900,1588,1205,1050,1013,1020,1064,1145,1252,1566,1982,2138,1924,679
